"","DPA_PARROQ","DPA_DESPRO","DPA_DESCAN","DPA_DESPAR","pwettest","pop2","pdriest","max","min","tseason","m_prob"
"39","040252","CARCHI","BOLIVAR","LOS ANDES",94,464,34,21.011999130249,8.86800003051758,19.5169200897217,0.0725121869849636
"40","040253","CARCHI","BOLIVAR","MONTE OLIVO",122,1358,52,17.923999786377,6.73600006103516,35.6293487548828,0.0468458304583079
"41","040254","CARCHI","BOLIVAR","SAN VICENTE DE PUSIR",110,5,28,24.7719993591309,12.996000289917,8.52972221374512,0.108804726592746
"42","040255","CARCHI","BOLIVAR","SAN RAFAEL",111,480,42,19.5919990539551,7.7480001449585,27.7010517120361,0.060346597740859
"43","040350","CARCHI","ESPEJO","EL ANGEL",155,11525,51,15.7880001068115,4.59999990463257,35.6680870056152,0.0859693251837888
"44","040351","CARCHI","ESPEJO","EL GOALTAL",138,2096,19,20.9479999542236,11.1120004653931,19.0324306488037,0.0687950451823057
"45","040352","CARCHI","ESPEJO","LA LIBERTAD (ALIZO)",119,10253,44,14.5199995040894,3.53600001335144,37.0838356018066,0.0567279367596435
"46","040353","CARCHI","ESPEJO","SAN ISIDRO",131,4412,42,15.456000328064,4.21600008010864,32.8731384277344,0.0556464223294933
"47","040450","CARCHI","MIRA","MIRA (CHONTAHUASI)",110,2933,17,20.1119995117188,8.14400005340576,14.7719879150391,0.0929230037632472
"48","040451","CARCHI","MIRA","CONCEPCION",122,1912,14,20.8799991607666,9.89999961853027,12.9798212051392,0.0860866542373913
"49","040452","CARCHI","MIRA","JIJON Y CAAMAÑO (CAB. EN RIO BLANCO)",197,4372,40,23.2639999389648,14.1999998092651,25.6144752502441,0.092910969480453
"50","040453","CARCHI","MIRA","JUAN MONTALVO (SAN IGNACIO DE QUIL)",108,513,16,23.3199996948242,11.7320003509521,15.8940620422363,0.0850665240902978
"51","040550","CARCHI","MONTUFAR","SAN GABRIEL",128,15177,43,18.2800006866455,6.42400026321411,44.1258087158203,0.088144373086473
"52","040551","CARCHI","MONTUFAR","CRISTOBAL COLON",137,7167,47,17.7399997711182,6.10400009155273,44.1353797912598,0.0604016318001298
"53","040552","CARCHI","MONTUFAR","CHITAN DE NAVARRETE",139,3493,61,15.7159996032715,4.79199981689453,45.8907890319824,0.0399299285437936
"54","040553","CARCHI","MONTUFAR","FERNANDEZ SALVADOR",132,3015,67,15.2320003509521,4.44000005722046,51.8724365234375,0.0310050744281447
"55","040554","CARCHI","MONTUFAR","LA PAZ",111,5953,37,18.7840003967285,6.85599994659424,37.5443420410156,0.0613083628322415
"56","040555","CARCHI","MONTUFAR","PIARTAL",134,2832,50,17.5879993438721,6.22399997711182,47.6143035888672,0.0419936356202201
"57","040650","CARCHI","SAN PEDRO DE HUACA","HUACA",141,7304,61,16.9640007019043,5.87599992752075,48.012451171875,0.0503108629006254
"58","040651","CARCHI","SAN PEDRO DE HUACA","MARISCAL SUCRE",124,3004,66,12.8520002365112,2.44799995422363,47.6324043273926,0.0272401748722151
"59","050150","COTOPAXI","LATACUNGA","LATACUNGA",80,18602,30,18.7080001831055,5.48400020599365,50.5830039978027,0.0850892435782558
"60","050151","COTOPAXI","LATACUNGA","ALAQUES (ALAQUEZ)",108,7377,56,12.423999786377,0.131999999284744,51.693531036377,0.0383825925179809
"61","050152","COTOPAXI","LATACUNGA","BELISARIO QUEVEDO (GUANAILIN)",83,6626,37,18.3999996185303,5.11999988555908,56.1865577697754,0.0432564830795856
"62","050153","COTOPAXI","LATACUNGA","GUAITACAMA (GUAYTACAMA)",87,2339,19,19.4759998321533,5.62799978256226,35.9210739135742,0.0663353461127437
"63","050154","COTOPAXI","LATACUNGA","JOSEGUANGO BAJO",84,2777,21,19.6079998016357,5.80000019073486,37.2687721252441,0.0643534285659224
"64","050156","COTOPAXI","LATACUNGA","MULALO",128,12212,42,15.2399997711182,2.79200005531311,32.6027870178223,0.0974312902747748
"65","050157","COTOPAXI","LATACUNGA","11 DE NOVIEMBRE (ILINCHISI)",81,661,17,19.1560001373291,5.43200016021729,46.0379447937012,0.0449759098989342
"66","050158","COTOPAXI","LATACUNGA","POALO",115,3930,45,14.1400003433228,1.60000002384186,42.1107139587402,0.04761657622047
"67","050159","COTOPAXI","LATACUNGA","SAN JUAN DE PASTOCALLE",135,8891,46,14.9160003662109,2.70799994468689,30.6142120361328,0.0865625730139726
"68","050161","COTOPAXI","LATACUNGA","TANICUCHI",97,5948,24,18.6679992675781,5.17600011825562,31.4734592437744,0.0842129328599128
"69","050162","COTOPAXI","LATACUNGA","TOACASO",126,10863,28,14.9720001220703,2.92400002479553,28.1793594360352,0.0914209839760461
"70","050250","COTOPAXI","LA MANA","LA MANA",553,3985,28,29.5440006256104,18.7320003509521,73.6588516235352,0.405719040989481
"71","050251","COTOPAXI","LA MANA","GUASAGANDA (CAB. EN GUASAGANDA CENTRO)",440,16696,29,24.6639995574951,15.2440004348755,41.1361236572266,0.445909115645988
"72","050252","COTOPAXI","LA MANA","PUCAYACU",349,11148,27,21.0399990081787,11.9399995803833,24.2991733551025,0.280142023191515
"73","050350","COTOPAXI","PANGUA","EL CORAZON",193,2519,11,20.1119995117188,9.26000022888184,25.5195503234863,0.0995214376902638
"74","050351","COTOPAXI","PANGUA","MORASPUNGO",461,13212,28,27.92799949646,17.5520000457764,62.7473602294922,0.390736566912034
"75","050352","COTOPAXI","PANGUA","PINLLOPATA",193,931,11,20.1119995117188,9.26000022888184,25.5195503234863,0.0925427928521904
"76","050353","COTOPAXI","PANGUA","RAMON CAMPAÑA",346,5514,19,21.2520008087158,11.6199998855591,19.0977954864502,0.266045060867091
"77","050450","COTOPAXI","PUJILI","PUJILI",91,11820,26,17.007999420166,4.03999996185303,43.7614364624023,0.0689727666268572
"78","050451","COTOPAXI","PUJILI","ANGAMARCA",109,3134,21,14.1120004653931,1.95200002193451,39.1119918823242,0.0435020478330537
"79","050453","COTOPAXI","PUJILI","GUANGAJE",114,293,22,14.4079999923706,1.6599999666214,31.5030517578125,0.0527746882115153
"80","050455","COTOPAXI","PUJILI","LA VICTORIA",88,304,19,18.4839992523193,5.01999998092651,41.4180793762207,0.047792491930742
"81","050456","COTOPAXI","PUJILI","PILALO",151,2227,7,17.6560001373291,7.63600015640259,30.9478607177734,0.0515747241928721
"82","050457","COTOPAXI","PUJILI","TINGO",426,6766,25,23.4799995422363,14.2200002670288,30.2426433563232,0.345767386270271
"83","050458","COTOPAXI","PUJILI","ZUMBAHUA",114,656,21,14.3800001144409,1.77199995517731,29.5593700408936,0.0546428434358533
"84","050550","COTOPAXI","SALCEDO","SAN MIGUEL",91,23543,49,17.0639991760254,3.85599994659424,58.0547218322754,0.0913951905879375
"85","050551","COTOPAXI","SALCEDO","ANTONIO JOSE HOLGUIN (SANTA LUCIA)",67,0,23,20.9599990844727,6.92400026321411,64.03662109375,0.0298588289311536
"86","050552","COTOPAXI","SALCEDO","CUSUBAMBA",107,7767,51,12.923999786377,0.736000001430511,49.806713104248,0.0405889399276212
"87","050553","COTOPAXI","SALCEDO","MULALILLO",78,4286,31,17.8999996185303,4.49599981307983,48.3854751586914,0.0447521150232239
"88","050554","COTOPAXI","SALCEDO","MULLIQUINDIL (SANTA ANA)",91,8271,49,17.0639991760254,3.85599994659424,58.0547218322754,0.0443556489274938
"89","050555","COTOPAXI","SALCEDO","PANSALEO",68,1394,30,20.8519992828369,7,67.8777084350586,0.0283610135720563
"90","050650","COTOPAXI","SAQUISILI","SAQUISILI",89,1490,17,18.57200050354,5.09600019454956,36.5335426330566,0.0572687039821921
"91","050651","COTOPAXI","SAQUISILI","CANCHAGUA",120,1725,27,15.4800004959106,2.75600004196167,31.3895683288574,0.0614607627449933
"92","050652","COTOPAXI","SAQUISILI","CHANTILIN",83,673,17,19.9479999542236,5.97599983215332,41.6524963378906,0.0545874355581619
"93","050653","COTOPAXI","SAQUISILI","COCHAPAMBA",125,871,47,13.4119997024536,1.05200004577637,37.7906608581543,0.0455503598699991
"94","050750","COTOPAXI","SIGCHOS","SIGCHOS",193,26540,17,18.7560005187988,8.39999961853027,19.10546875,0.272226837503244
"95","050751","COTOPAXI","SIGCHOS","CHUGCHILLAN",154,3362,12,16.9200000762939,6.7039999961853,27.3363494873047,0.0607741649305192
"96","050752","COTOPAXI","SIGCHOS","ISINLIVI",122,3583,17,16.2040004730225,4.07200002670288,25.4359092712402,0.071705375763347
"97","050753","COTOPAXI","SIGCHOS","LAS PAMPAS",355,13845,37,21.511999130249,11.9440002441406,23.6911907196045,0.346404069889153
"98","050754","COTOPAXI","SIGCHOS","PALO QUEMADO",376,0,48,22.5920009613037,13.1040000915527,25.6868457794189,0.231152922376766
"99","060150","CHIMBORAZO","RIOBAMBA","RIOBAMBA",72,1696,27,20.8120002746582,7.17199993133545,47.5589866638184,0.045571811518044
"100","060151","CHIMBORAZO","RIOBAMBA","CACHA (CAB. EN MACHANGARA)",94,748,34,15.456000328064,3.21600008010864,32.7674407958984,0.0438861693257625
"101","060152","CHIMBORAZO","RIOBAMBA","CALPI",93,2837,38,15.8920001983643,3.71199989318848,39.590030670166,0.0415360276533342
"102","060153","CHIMBORAZO","RIOBAMBA","CUBIJIES",70,0,32,21.3799991607666,7.65999984741211,50.3274345397949,0.0404589202276498
"103","060154","CHIMBORAZO","RIOBAMBA","FLORES",95,2027,47,17.7880001068115,5.21199989318848,27.0951747894287,0.0630539130933235
"104","060156","CHIMBORAZO","RIOBAMBA","LICTO",100,4873,50,18.9120006561279,6.20800018310547,33.3152236938477,0.069442933959318
"105","060157","CHIMBORAZO","RIOBAMBA","PUNGALA",118,9095,55,12.8920001983643,1.42799997329712,47.1951026916504,0.0432848055880698
"106","060158","CHIMBORAZO","RIOBAMBA","PUNIN",92,1951,38,16.1520004272461,3.90400004386902,29.4323711395264,0.0512016681481774
"107","060159","CHIMBORAZO","RIOBAMBA","QUIMIAG",116,14270,53,12.03600025177,0.740000009536743,48.8459892272949,0.0493309333803224
"108","060160","CHIMBORAZO","RIOBAMBA","SAN JUAN",112,10734,38,13.1079998016357,1.18400001525879,45.3117294311523,0.0512933307448896
"109","060161","CHIMBORAZO","RIOBAMBA","SAN LUIS",79,2545,31,20.423999786377,7.1560001373291,41.8080215454102,0.0522548672401481
"110","060250","CHIMBORAZO","ALAUSI","ALAUSI",109,4315,11,20.8479995727539,7.66800022125244,14.9175043106079,0.124076245229542
"111","060251","CHIMBORAZO","ALAUSI","ACHUPALLAS",134,15379,51,12.6400003433228,0.684000015258789,47.4171524047852,0.0698401295382617
"112","060253","CHIMBORAZO","ALAUSI","GUASUNTOS",91,1569,22,19.0559997558594,6.26399993896484,17.3857803344727,0.0811037832627994
"113","060254","CHIMBORAZO","ALAUSI","HUIGRA",161,2277,10,22.507999420166,10.3599996566772,18.2677001953125,0.129521324763167
